"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4542","debe tomar snapshot visual del homepage","chromium","2026-04-06","passed","2026-04-06","Home - Visual @visual","","",""
"","5648","debe cargar homepage, mostrar logo/menu y navegar correctamente","chromium","2026-04-06","passed","2026-04-06","Home - E2E @smoke @home","","",""
